tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.68E+17,neutral,1,,,Delta,,JayVig,,0,@JetBlue @vegecomgirl For me it’s not until 6/15.,,17-02-2015 10:59,"Jersey City, NJ",Eastern Time (US & Canada)
5.68E+17,neutral,0.6546,,,Delta,,vegecomgirl,,0,"@JetBlue Well, I try! See you soon!! @JayVig",,17-02-2015 10:57,New York City,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Delta,,vegecomgirl,,0,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,17-02-2015 10:54,New York City,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Delta,,jacobhenenberg,,0,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,17-02-2015 10:53,"Melbourne, Australia",Melbourne
5.68E+17,neutral,0.6831,,,Delta,,JayVig,,0,@JetBlue @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat,,17-02-2015 10:51,"Jersey City, NJ",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Delta,,roxydigital,,0,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",,17-02-2015 10:50,"Charlotte, NC",Eastern Time (US & Canada)
5.68E+17,neutral,0.6686,,,Delta,,jadidheart,,0,@JetBlue alittle more money to book our flights... we're 1/2 way there :),,17-02-2015 10:50,,
5.68E+17,positive,0.6714,,,Delta,,JayVig,,0,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat,,17-02-2015 10:50,"Jersey City, NJ",Eastern Time (US & Canada)
5.68E+17,positive,1,,,Delta,,nickj1399,,0,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,,17-02-2015 10:42,,
5.68E+17,neutral,1,,,Delta,,CaseyParksIt,,0,"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",,17-02-2015 10:36,Chicagoland,
5.68E+17,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,,17-02-2015 10:36,USA,Sydney
5.68E+17,positive,1,,,Delta,,amyfame,,0,@JetBlue Thank you!,,17-02-2015 10:19,,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Delta,,labeles,,0,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,,17-02-2015 10:18,,
5.68E+17,neutral,1,,,Delta,,CinziannaP,,0,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,,17-02-2015 10:15,,Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,,17-02-2015 10:05,USA,Sydney
5.68E+17,positive,1,,,Delta,,iSocialFanz,,0,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,,17-02-2015 09:51,"Phoenix, Az",Arizona
5.68E+17,positive,1,,,Delta,,Buttercup1121,,0,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",,17-02-2015 09:39,ELL LAY,Pacific Time (US & Canada)
5.68E+17,positive,1,,,Delta,,lquintalnh,,0,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,,17-02-2015 09:39,New Hampshire,Eastern Time (US & Canada)
5.68E+17,positive,1,,,Delta,,PHopNy,,0,@JetBlue I did...#FlyFi worked well and was free aboard this flight,,17-02-2015 09:35,"Queens, NY",
5.68E+17,positive,1,,,Delta,,thegayngler,,0,@JetBlue Seems very likely.,,17-02-2015 09:30,"NY, NY",Atlantic Time (Canada)
5.68E+17,neutral,0.685,,,Delta,,BritishAirNews,,0,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ,,17-02-2015 09:28,UK,Sydney
5.68E+17,neutral,0.3686,,0,Delta,,Vinny_Espinosa,,0,"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!",,17-02-2015 09:20,San Francisco,Pacific Time (US & Canada)
5.68E+17,neutral,1,,,Delta,,seattleprime,,0,@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!,,17-02-2015 09:17,Seattle,Pacific Time (US & Canada)
5.68E+17,neutral,0.3634,,0,Delta,,thegayngler,,0,"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.",,17-02-2015 09:14,"NY, NY",Atlantic Time (Canada)
5.68E+17,positive,0.701,,0,Delta,,leighericam,,0,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,,17-02-2015 09:10,NYC | NOLA  ,
5.68E+17,positive,0.644,,,Delta,,NMSpedaliere,,0,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️","[40.78521842, -74.07232899]",17-02-2015 09:06,"Old Greenwich, CT",Eastern Time (US & Canada)
5.68E+17,neutral,0.633,,0,Delta,,heykaitlinmary,,0,@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂,,17-02-2015 09:06,california ☀️,Pacific Time (US & Canada)
5.68E+17,positive,0.6538,,,Delta,,ClassyMalick,,0,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5,,17-02-2015 09:02,NY,
5.68E+17,neutral,0.6895,,0,Delta,,kbosspotter,,0,"@JetBlue no, I am fine to fly! Haha, they come at random, with the hemophilia, but what if i need extra assistance",,17-02-2015 08:52,Logan International Airport,Atlantic Time (Canada)
5.68E+17,neutral,0.66,,,Delta,,BritishAirNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Daily Journal http://t.co/w8MTmSP2RY,,17-02-2015 08:50,UK,Sydney
5.68E+17,positive,1,,,Delta,,gigirey1,,0,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,,17-02-2015 08:49,,
5.68E+17,neutral,1,,,Delta,,kbosspotter,,0,"@JetBlue I have a internal bleed in my foot, and I am flying next Tuesday, what should I. Do :( these. Leeds come randomly. I",,17-02-2015 08:49,Logan International Airport,Atlantic Time (Canada)
5.68E+17,positive,1,,,Delta,,JessonaJourney,,0,@JetBlue Thank you!,,17-02-2015 08:48,New York,Eastern Time (US & Canada)
5.68E+17,neutral,0.67,,0,Delta,,heyheyman,,0,@JetBlue Can't view seat selection/change seat for flight tomorrow. Can you look into this?,,17-02-2015 08:46,"Boston, MA",Eastern Time (US & Canada)
5.68E+17,neutral,1,,,Delta,,gigirey1,,0,@JetBlue what's the link for #FlyFi,,17-02-2015 08:42,,
5.68E+17,positive,0.6429,,,Delta,,JetBlueNews,,0,@JetBlue to offer service from Daytona Beach to New York - Albany Business Review http://t.co/dUhBJ41jHx,,17-02-2015 08:36,USA,Sydney
5.68E+17,neutral,1,,,Delta,,Karimilrodz,,0,@JetBlue I hear that the new thing in your planes are the Fly-Fi. How I can check if the flight that Im going to take have it?,,17-02-2015 08:12,Puerto Rico,
5.68E+17,neutral,1,,,Delta,,JetBlueNews,,0,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/9vKj9S7jrM",,17-02-2015 08:05,USA,Sydney
5.68E+17,neutral,0.6739,,,Delta,,JulianBOGJB,,0,@JetBlue really caring??,,17-02-2015 06:21,Colombia,
5.68E+17,positive,0.6645,,0,Delta,,TravellerLukose,,0,@JetBlue No worries. Delay was minor and dealt with nicely. It was captain of flight 2324 by the way.,,17-02-2015 05:40,,
5.68E+17,positive,1,,,Delta,,twinkletaters,,0,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :),"[32.07301184, -81.09362691]",17-02-2015 05:07,"Savannah, GA",
5.68E+17,neutral,1,,,Delta,,BritishAirNews,,0,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/l2n0egHdgn",,17-02-2015 04:50,UK,Sydney
5.68E+17,neutral,1,,,Delta,,JetBlueNews,,0,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Greenfield Daily Reporter http://t.co/LM3opxkxch,,16-02-2015 23:36,USA,Sydney
5.70E+17,neutral,1,,,US Airways,,DebbiMcGinnis,,0,@USAirways is a DM possible if you aren't following me?,,24-02-2015 11:48,Missourah,Hawaii
5.70E+17,neutral,1,,,US Airways,,AshleyKAtherton,,0,@USAirways Fortunately you have staff like Lynn S. and DeeDee who actually understand customer service and simply being NICE.,,24-02-2015 11:47,,Central Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,AshleyKAtherton,,0,@USAirways never received such horrible service or treated so poorly as Richard P. today. No excuse for attitude &amp; ripping up our tickets!,,24-02-2015 11:43,,Central Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,noelzucchero,,0,@USAirways we were moved to a delta direct. Thank you for the accommodations!,,24-02-2015 11:39,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,AshleyKAtherton,,0,"@USAirways agree! Richard P. Literally ripped up our tixs in our faces and made rude, inappropriate comments to us and our family. Awful!",,24-02-2015 11:38,,Central Time (US & Canada)
5.70E+17,neutral,0.6665,,0,US Airways,,eec_x3,,0,@USAirways shout out to Cathy at the Vegas airport check-in for hooking us up!,,24-02-2015 11:30,Paper Street,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,kschus1,,0,@USAirways will you be issuing a travel advisory for CLT for Thursday?  A significant snow storm is in the way Wednesday night.,,24-02-2015 11:27,,
5.70E+17,positive,0.6652,,,US Airways,,RickAdamek,,0,@USAirways Well I did miss it. But gate agents had rebooked boarding pass waiting when I landed. Time for lunch &amp; a beverage. Easy cheesy,"[33.43720156, -111.99928786]",24-02-2015 11:19,"Fort Mill, SC",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,EricGuster,,0,@USAirways I need help about a ticket. DM me,,24-02-2015 11:00,✈️ Birmingham ✈️ Brooklyn ✈️,Central Time (US & Canada)
5.70E+17,positive,0.6778,,,US Airways,,KenzieC_,,0,@USAirways thank you! I will be calling you! #CheapOairChat,,24-02-2015 10:54,"Boynton Beach, FL",Eastern Time (US & Canada)
5.70E+17,neutral,0.6329,,0,US Airways,,oscarmichv,,0,"@USAirways I forgot my password and I don't know if my username is correct, and i want to use my miles, what i have to do??",,24-02-2015 10:53,Facebook: BÚFALOS F.C.,
5.70E+17,neutral,0.669,,0,US Airways,,renvas,,0,"@USAirways question, friend flight got Cancelled Flightled. How can he book be flight? Leaving CHS to Philly to Germany",,24-02-2015 10:52,Charleston/Houston,Quito
5.70E+17,neutral,0.6843,,0,US Airways,,djndc4l,,0,@USAirways Yes. Confirmation number and all.,,24-02-2015 10:52,,
5.70E+17,neutral,1,,,US Airways,,idk_but_youtube,,0,@USAirways did you know that suicide is the second leading cause of death among teens 10-24,,24-02-2015 10:48,1/1 loner squad,Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,ToxicLayge,,0,"@USAirways getting sorted, thanks",,24-02-2015 10:44,,London
5.70E+17,neutral,0.6593,,0,US Airways,,pinkgolftees,,0,@USAirways that is certainly not the impression she's under.,,24-02-2015 10:36,"Denver, CO",Mountain Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,KenzieC_,,0,@USAirways thank you!!,,24-02-2015 10:33,"Boynton Beach, FL",Eastern Time (US & Canada)
5.70E+17,neutral,0.6906,,0,US Airways,,CapuanoESPN,,0,"@USAirways If I know I left something on my last flight (as I literally had to run to make my connection), how can I retrieve it please?",,24-02-2015 10:29,Wherever Travel Team C sent me,Eastern Time (US & Canada)
5.70E+17,neutral,0.661,,0,US Airways,,alybullock,,0,@USAirways How do I get a receipt for a change fee when I originally booked with miles?,,24-02-2015 10:25,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,AshleyKAtherton,,0,@USAirways we even offered to fly in to another airport and they said they couldn't do that. No explanation why they can't.,,24-02-2015 10:22,,Central Time (US & Canada)
5.70E+17,neutral,0.6762,,,US Airways,,gleenc,,0,@USAirways any travel advisory coming for the Carolinas?  Bad weather!,,24-02-2015 10:21,,
5.70E+17,neutral,0.6421,,0,US Airways,,mdendas,,0,@USAirways where is your email address? Its not on this page: http://t.co/5cwH1yfOow,,24-02-2015 09:55,,Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,mlmoore2,,0,@USAirways great job today from your team with a challenging weather delay on flight 1925 out of Charlotte. #travel #friendlyteam,,24-02-2015 09:48,"Gulfport, MS",Central Time (US & Canada)
5.70E+17,neutral,0.6354,,,US Airways,,sundialtours,,0,"@USAirways ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/0JJT4X3YxG",,24-02-2015 09:48,"Astoria, OR",Tijuana
5.70E+17,neutral,1,,,US Airways,,AshleyKAtherton,,0,@USAirways and now you can't even accommodate us by letting us fly in to another airport?! Horrible service for your fault!!!,,24-02-2015 09:47,,Central Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,dagzapatero,,0,@USAirways  2 calls &amp; wasted 3 hrs on hold to change my coming divided awards weather reLate Flightd flight. Y'all disconnected me 2x. Please help.,,24-02-2015 09:39,Tidewater - Virginia,Atlantic Time (Canada)
5.70E+17,positive,1,,,US Airways,,DCEssig,,0,@USAirways thank you very much.,,24-02-2015 09:31,,Eastern Time (US & Canada)
5.70E+17,neutral,0.7002,,0,US Airways,,tuneday,,0,"@USAirways I left my personal stuff on US4551 from PHL-BOS about an hour ago. Went baggage, was told plane left to call 800#",,24-02-2015 09:29,"Philadelphia, PA",
5.70E+17,neutral,1,,,US Airways,,themainevent001,,0,@USAirways is there a phone number or email address to customer service?,,24-02-2015 09:28,Saratoga Springs,
5.70E+17,positive,0.6549,,,US Airways,,JenRomanoff,,0,@USAirways thanks !!!,,24-02-2015 09:19,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,JenRomanoff,,0,@USAirways so I can make a reservation,,24-02-2015 09:17,,Eastern Time (US & Canada)
5.70E+17,neutral,0.6749,,0,US Airways,,JenRomanoff,,0,@USAirways I didn't make a reservation yet. It's about changing name on my dividend miles account,,24-02-2015 09:16,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,DCEssig,,0,"@USAirways if I qualify for free 1st checked bag, is that applied at checkin? Same for using companion tickets?",,24-02-2015 09:14,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,msergovich5,,0,@USAirways what's the charge for oversize? Not overweight,,24-02-2015 08:59,,Atlantic Time (Canada)
5.70E+17,neutral,1,,,US Airways,,JenRomanoff,,0,"@USAirways to my legal last name. So it's not technically a name change,
I just used the wrong name",,24-02-2015 08:55,,Eastern Time (US & Canada)
5.70E+17,neutral,0.6737,,0,US Airways,,JenRomanoff,,0,@USAirways Hi! On my dividend miles account I accidentally listed my newly married name as opposed to my legal name. I am trying to book,,24-02-2015 08:54,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,itsandrewhorn,,0,@USAirways can I check bags through to my final destination even though I bought separate tickets from IAD to PHL  and PHL to Israel?,,24-02-2015 08:44,Brooklyn,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,msergovich5,,0,@USAirways how much is it to check golf clubs on a flight. They might be oversized,,24-02-2015 08:30,,Atlantic Time (Canada)
5.70E+17,neutral,1,,,US Airways,,DaveKrupinski,,0,@USAirways If I’m unable to use my departing flight can I still use the returning flight?,,24-02-2015 08:29,"New York, NY",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,GMLane,,0,@usairways Is it possible to Cancelled Flight my reservation online?,,24-02-2015 08:28,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,oliviahaymond,,0,"@USAirways Thank you, although we're using our miles from our card and Flight Booking Problems companion tickets which can only be booked over the phone.",,24-02-2015 08:24,"Tampa, Florida",Eastern Time (US & Canada)
5.70E+17,positive,0.6667,,,US Airways,,mikebrandes,,0,@USAirways I made it- thx.,,24-02-2015 08:21,"Minneapolis, MN",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,oliviahaymond,,0,"@USAirways Is there a phone line to call into that isn't being affected by ""bad weather""? Trying to book a vacation, here... 👀",,24-02-2015 08:13,"Tampa, Florida",Eastern Time (US & Canada)
5.70E+17,positive,0.7039,,0,US Airways,,yorkshire2002,,0,@USAirways I'm glad @Beamske retweeted otherwise you would have to ignore the numerous tweets I sent. You all are fucking amazing,,24-02-2015 07:54,Kentucky,Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,OneT_Mat,,0,@USAirways haha no worries you guys are the best!  +1 for spelling my name correctly,,24-02-2015 07:45,"Boston, MA",Atlantic Time (Canada)
5.70E+17,positive,0.3782,,0,US Airways,,david_drhealey,,0,@USAirways see you on board tomorrow,,24-02-2015 07:15,"Central, New Jersey",Hawaii
5.70E+17,neutral,1,,,US Airways,,WhatSarahSayzz,,0,@USAirways I know this is probably a no but is there a way to get a cheaper airfare ticket if the flight is leaving in a few hours? 🙏,,24-02-2015 06:04,,Pacific Time (US & Canada)
5.70E+17,positive,0.6991,,,US Airways,,LouiseMcElwee,,0,"@USAirways Waiting on my flight right now, thanks!!",,24-02-2015 05:57,#yeahTHATgreenville SC,
5.70E+17,neutral,1,,,US Airways,,jmkagan,,0,@USAirways How do I add my TSA Pre number to an existing reservation?,,24-02-2015 05:53,"Washington, DC",Quito
5.70E+17,neutral,0.6326,,0,US Airways,,NicoleCarmellaF,,0,@USAirways can i please have someone call me 781 879 4505,,24-02-2015 05:50,,
5.70E+17,positive,0.6983,,0,US Airways,,stevan_hicks,,0,@USAirways We're back at a gate. Opposite of wheels up. Im sure we'll get thete eventually. So thanks.,,24-02-2015 05:44,,
5.70E+17,neutral,1,,,US Airways,,RockUrHumanity,,0,@USAirways &amp; @AmericanAir: 1 flight Cancelled Flightled yesterday and now a delay today has robbed my daughter of 2 days with her grandparents. Thanks,,24-02-2015 05:36,East Coast/New England,Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,bkusske,,0,@USAirways knows customer service!! Thank you for starting our 2 week vacay on an amazing note! Thank you sarita!!!,,24-02-2015 05:22,MN,Mountain Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,meathead1974,,0,@USAirways flight 1946 out of clt this morning.  It's snowing here.  Should i head out to the airport?,,24-02-2015 04:03,"Charlotte, NC",
5.70E+17,neutral,1,,,US Airways,,ToxicLayge,,0,@USAirways I am a UK citizen. Is there a UK number I could try?,,24-02-2015 03:35,,London
5.70E+17,positive,0.6606,,,US Airways,,cusefan4ever,,0,@USAirways Excited that I'll be flying from Syracuse to interview in Dallas on Friday for the FA position- this is a goal &amp; dream of mine!,,24-02-2015 00:10,"Oswego, NY",Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,GrahamHaigh,,0,"@usairways great crew for flight 504 PHX to YVR tonight! Friendly, efficient. Awesome job.",,23-02-2015 23:15,"Vancouver, Canada",Pacific Time (US & Canada)
5.70E+17,positive,0.6647,,0,US Airways,,mydulcebella,,0,@USAirways Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out,,23-02-2015 22:37,Pennsylvania,Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,cookyvonne,,0,@USAirways thanks very much! I got thru on the phone &amp; everything is fine. Just love the website &amp; app ! Thanks for working on it!,,23-02-2015 21:49,,
5.70E+17,neutral,0.6626,,0,US Airways,,worldwideweg,,0,@USAirways  My tweet gets me a response to email dmsc@usairways.com,,23-02-2015 20:56,,
5.70E+17,neutral,0.6556,,0,US Airways,,worldwideweg,,0,@USAirways The help/complaint forms on the website can be used only if the matter applies to an actual ticketed flight,,23-02-2015 20:56,,
5.70E+17,positive,0.6806,,,US Airways,,__RWG__,,0,"BY THE GRACE OF GOD, I MADE IT! “@USAirways: @__RWG__ We don't have those powers in here. We hope you can make that flight.”",,23-02-2015 20:29,,Mountain Time (US & Canada)
5.70E+17,neutral,0.6667,,,US Airways,,caneryilmz,,0,@USAirways thank u i wiil write after call  travel agency,,23-02-2015 20:20,,
5.70E+17,neutral,0.6353,,0,US Airways,,caneryilmz,,0,@USAirways but i bougth mc caren to jfk with same agency and delta airways . Delta refund money but usairways doesnt accept to refund,,23-02-2015 20:01,,
5.70E+17,neutral,1,,,US Airways,,EverettWJones,,0,@USAirways thank you.,,23-02-2015 19:52,,Quito
5.70E+17,neutral,0.6696,,,US Airways,,roanwild,,0,"@USAirways yes, with Delta!",,23-02-2015 19:10,,
5.70E+17,neutral,1,,,US Airways,,EverettWJones,,0,@USAirways Expedia reserved a ticket for me and 2 more for a USAW flight but only issued 1. They are not responsive.Thoughts?,,23-02-2015 18:55,,Quito
5.70E+17,positive,0.6727,,,US Airways,,Lucas_Henderson,,0,"@USAirways no worries, your flight attendant took care of it.",,23-02-2015 18:55,"Knoxville, TN",Quito
5.70E+17,neutral,0.3872,,0,US Airways,,Wheres_Papi,,0,@USAirways Thanks for getting back to me. I called that number earlier but no option to leave vm and just rings with busy tone,,23-02-2015 18:55,USA,Eastern Time (US & Canada)
5.70E+17,positive,0.3709,,0,US Airways,,kiasuchick,,0,@USAirways @AmericanAir Can you bring guinea pigs in small pet carrier onboard your flights?,,23-02-2015 17:47,"Los Angeles, CA",Pacific Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,golfowens,,0,@USAirways good work by flight 1798 crew.  #Chairman's recognition even in coach.  Too many #missedupgrades Late Flightly.  What's up with this?,"[35.22177192, -80.92309308]",23-02-2015 17:20,"Charleston, SC and the Earth",
5.70E+17,neutral,1,,,US Airways,,bbuck22,,0,@USAirways I sent email to customer.relations@aa.com. Will this work?,,23-02-2015 16:56,"Las Vegas, NV",Pacific Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,MenloZZPest,,0,@USAirways Hi-i have a travel question. Could you please follow me so i can dm you?,,23-02-2015 16:44,,
5.70E+17,neutral,0.6526,,0,US Airways,,BradleyPollock,,0,@USAirways just now but no general announcement,,23-02-2015 16:38,,
5.70E+17,neutral,0.6866,,0,US Airways,,PhilaCarService,,0,@USAirways what's going on with US Airways flight 805?   Why diverted to Charlotte?,,23-02-2015 16:37,South Jersey,Eastern Time (US & Canada)
5.70E+17,neutral,0.6739,,0,US Airways,,jasemccarty,,0,@USAirways I’d suggest proper information dissemination to all staff on a more timely &amp; relevant schedule to prevent this in the future.,,23-02-2015 16:37,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
5.70E+17,positive,0.3449,,0,US Airways,,maria_sangria,,0,@USAirways Thanks! Sent you DM re: baggage issues.,,23-02-2015 16:19,,Mountain Time (US & Canada)
5.70E+17,neutral,0.6526,,0,US Airways,,rkaradi,,0,@USAirways @AmericanAir explain how come I can get a free upgrade on US as an exe plat but not exit row seating w/out paying. confused,,23-02-2015 16:08,,
5.70E+17,neutral,1,,,US Airways,,joyadventuremom,,0,@USAirways I have submitted my request. I would appreciate a call by 9am eastern. Thank you.,,23-02-2015 16:03,,
5.70E+17,neutral,0.695,,0,US Airways,,Tai00,,0,"@USAirways  I need to email customer service for help and a question, can you please provide the email address?",,23-02-2015 16:03,,Eastern Time (US & Canada)
5.70E+17,neutral,0.7083,,0,US Airways,,VincesViews,,0,@USAirways @VincesViews  there are significant number of folks on 686 connecting to 599 a few minutes hold would make many happy,,23-02-2015 16:03,"San Jose, Ca",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,Tai00,,0,@USAirways  can you help me out?,,23-02-2015 15:57,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,Tai00,,0,@USAirways i have a question. i need to talk to someone by email. Can you give me your email address? Thanks.,,23-02-2015 15:53,,Eastern Time (US & Canada)
5.70E+17,positive,0.6612,,0,US Airways,,TessHackworthy,,0,@USAirways customer service at its best! Rachel S.  took great care of us at the PHX airport. http://t.co/HG7vEqhGHy,,23-02-2015 15:39,,Central Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,flyidca,,0,@usairways &amp; @AmericanAir planes in #grandcayman http://t.co/GX7QbtckBr,,23-02-2015 15:39,"Washington, DC",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,maria_sangria,,0,"@USAirways Can you follow, so I can DM you?",,23-02-2015 15:27,,Mountain Time (US & Canada)
5.70E+17,neutral,0.6446,,0,US Airways,,jasemccarty,,0,"@USAirways while I’m asking… 2 of my 11 non upgraded flights, Attendants came &amp; greeted me &amp; thanked me for my business b/c I was Exec Plat.",,23-02-2015 15:19,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,tjelke,,0,@USAirways but question :  if the downgrade include losing first class do you get money back ? http://t.co/LfT7QD23Sy,,23-02-2015 14:53,"Miami, Florida, USA",Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,GEInteriors,,0,Great management of @USAirways twitter account. Thank you.,,23-02-2015 14:49,"Philadelphia, PA USA",Central Time (US & Canada)
5.70E+17,neutral,0.6659,,,US Airways,,tjelke,,0,@USAirways I am good. I just did not understand the terminology.  but the merger brings new verbiage,,23-02-2015 14:44,"Miami, Florida, USA",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,VincesViews,,0,@USAirways can you priv chat to help chairman reroute,,23-02-2015 14:39,"San Jose, Ca",Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,HanlonBrothers,,0,@USAirways New marketing song? https://t.co/F2LFULCbQ7 let us know what you think? http://t.co/WbhbljJkS7,,23-02-2015 14:39,"Gold Coast, Australia",Brisbane
5.70E+17,neutral,1,,,US Airways,,VincesViews,,0,@USAirways can you help chairman? I am on flight 686 PHX connect 599 SJC will miss connection can you reroute please.,,23-02-2015 14:36,"San Jose, Ca",Eastern Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,Taryn_Sunstrom,,0,@USAirways IT HAS BEEN FOUND THANK YOU,,23-02-2015 14:29,The Shire,Atlantic Time (Canada)
5.70E+17,neutral,0.6637,,0,US Airways,,jasemccarty,,0,"@USAirways also, can you explain why, when I checked in, on the US Airways site, &amp; picked ""Standby for 1st"" I was not put on the list?",,23-02-2015 14:28,BTR/DCA/IAD/MSY - etc,Central Time (US & Canada)
5.70E+17,neutral,0.6511,,0,US Airways,,MBisTired,,0,@USAirways is it your practice to give 1st class seats to us air employees before giving them to chairmans customers sitting in coach?,,23-02-2015 14:20,,
5.70E+17,positive,1,,,US Airways,,FahadHassan,,0,@USAirways THANK YOU for resolving the issue. On direct flight to sfo from @united,,23-02-2015 14:18,Washington D.C.,Eastern Time (US & Canada)
5.70E+17,positive,0.6814,,,US Airways,,Danye33,,0,@USAirways ok thanks,,23-02-2015 14:16,,Eastern Time (US & Canada)
5.70E+17,neutral,1,,,US Airways,,FahadHassan,,0,@USAirways direct flights to SFO leaving from same airport with @VirginAmerica and @united - can you please put me on one of those?,,23-02-2015 14:04,Washington D.C.,Eastern Time (US & Canada)
5.70E+17,positive,0.6283,,,US Airways,,joyadventuremom,,0,@USAirways I'll check it out when I get to the airport. Thanks.,,23-02-2015 14:03,,
5.70E+17,positive,1,,,US Airways,,DanKolbet,,0,"@USAirways thanks for the reply. On a good note, the pilot nailed the landing. Seriously. Kudos.",,23-02-2015 13:52,"Spokane, Washington",Pacific Time (US & Canada)
5.70E+17,positive,1,,,US Airways,,laxer1215,,0,@USAirways 4 great flights with no delays! Thank you!,,23-02-2015 13:42,,
